"id","credit","duration","total","scans","voidedScans","attemptsWoScan","modifiedQuantities","fraud"
7354,"Low",582,27.2,10,11,3,4,0
7355,"High",556,80.76,21,4,5,4,0
7356,"High",1354,34.9,12,9,9,0,0
7357,"High",66,32.76,2,2,10,5,0
7358,"High",1124,52.88,3,3,9,0,0
7359,"Low",471,74.94,8,0,5,5,0
7360,"Low",1706,42.42,30,8,5,0,1
7361,"High",25,26.04,8,7,6,2,0
7362,"High",708,20.75,27,0,10,3,0
7363,"Low",438,48.72,28,9,7,4,1
7364,"Low",1333,62.26,5,1,7,1,0
7365,"Low",351,10.37,1,5,1,0,0
7366,"High",74,32.01,26,4,0,2,0
7367,"Low",169,64.05,11,11,0,4,0
7368,"High",1191,32.05,10,6,0,2,0
7369,"High",28,50,9,10,5,0,0
7370,"Low",614,94.03,21,4,10,5,0
7371,"Low",1346,87.38,3,3,3,4,0
7372,"High",1343,89.94,20,11,9,3,0
7373,"High",831,39.57,26,6,8,2,0
7374,"Low",1720,64.57,9,4,8,2,0
7375,"High",615,43.36,19,7,2,5,0
7376,"High",151,75.59,12,7,6,5,0
7377,"Low",770,90.6,2,5,1,1,0
7378,"Low",1762,79.71,21,0,10,5,1
7379,"High",1245,68.58,4,0,3,5,0
7380,"High",1802,50.52,13,6,9,5,0
7381,"High",279,10.46,1,9,9,1,0
7382,"Low",211,86.44,21,9,1,5,0
7383,"Low",1571,93.33,12,3,1,3,0
7384,"Low",1378,38.48,16,3,3,1,0
7385,"Low",459,55.98,4,9,4,0,0
7386,"High",928,24.4,12,2,8,3,0
7387,"High",1310,49.46,20,4,6,3,0
7388,"Low",204,15.13,19,2,7,3,0
7389,"Low",1087,22.09,9,8,8,2,0
7390,"Low",1251,13.36,8,10,6,2,0
7391,"Low",1121,52.29,2,0,0,0,0
7392,"Low",387,73.46,19,4,6,1,0
7393,"High",357,36.49,29,7,10,1,1
7394,"Low",240,74.25,18,8,4,2,0
7395,"High",1759,38.32,4,1,4,5,0
7396,"High",946,45.76,15,6,6,4,0
7397,"Low",516,94.93,3,3,0,4,0
7398,"Low",1741,27.5,5,9,2,2,0
7399,"Low",800,94.64,20,7,2,1,0
7400,"Low",365,31.21,29,0,6,5,1
7401,"Low",336,23.06,28,5,7,4,1
7402,"Low",1098,21.5,16,3,2,4,0
7403,"High",84,5.27,19,6,8,1,0
7404,"Low",838,11.94,10,4,0,2,0
7405,"High",1226,80.04,8,6,5,2,0
7406,"High",1251,31.57,24,10,4,3,0
7407,"Low",382,11.61,17,10,9,2,0
7408,"Low",244,19.15,28,6,2,0,1
7409,"Low",43,2.72,29,6,6,2,1
7410,"High",708,28.38,20,1,5,1,0
7411,"Low",328,21.61,7,2,1,0,0
7412,"High",1628,35.26,30,1,8,1,1
7413,"High",926,29.69,11,2,10,0,0
7414,"High",1003,74.42,16,1,5,1,0
7415,"Low",406,32.99,27,6,6,5,1
7416,"Low",970,12.26,12,11,10,4,0
7417,"High",599,80.91,13,6,0,3,0
7418,"Low",1784,48.79,8,4,2,4,0
7419,"Low",1510,72.2,6,3,3,0,0
7420,"High",1680,70.92,12,1,0,2,0
7421,"Low",331,55.97,18,3,7,2,0
7422,"Low",1731,41.15,23,0,3,0,0
7423,"High",459,61.93,7,6,10,0,0
7424,"High",241,68.94,27,2,2,0,0
7425,"High",529,11.74,9,1,9,0,0
7426,"High",654,70.06,7,1,6,5,0
7427,"Low",1098,1.84,2,7,7,4,0
7428,"High",1522,48.39,20,9,1,4,0
7429,"High",1689,50.42,25,4,6,0,0
7430,"Low",398,15.29,11,5,8,3,0
7431,"High",405,99.79,12,10,0,0,0
7432,"Low",1321,36.7,19,1,1,4,0
7433,"Low",1765,66.19,11,1,0,3,0
7434,"High",828,4.37,9,3,10,2,0
7435,"Low",1225,90.34,10,4,6,0,0
7436,"High",158,68.66,11,9,8,1,0
7437,"Low",223,57.38,21,11,2,0,0
7438,"Low",123,49.39,25,4,7,1,0
7439,"Low",530,1.77,28,5,2,1,0
7440,"Low",437,71.35,17,11,1,0,0
7441,"High",173,88.44,25,9,3,1,0
7442,"Low",1442,69.2,1,10,6,0,0
7443,"High",1369,70.19,14,9,9,5,0
7444,"High",205,86.94,9,10,0,3,0
7445,"Low",807,67.92,13,3,5,5,0
7446,"Low",1476,86.77,29,0,7,3,1
7447,"Low",1740,23.78,26,8,2,0,1
7448,"High",1614,37.85,2,3,7,1,0
7449,"Low",821,65.65,24,10,3,0,1
7450,"High",1419,64.06,15,1,10,2,0
7451,"Low",1605,56.14,16,1,6,4,0
7452,"High",1608,8.53,16,6,9,3,0
7453,"Low",1375,67.03,22,2,8,3,1
7454,"High",540,92.08,18,9,9,1,0
7455,"High",1353,7.39,14,0,7,0,0
7456,"Low",789,91.73,11,2,5,1,0
7457,"High",811,36.24,23,6,7,1,0
7458,"Low",1712,69.41,11,11,3,4,0
7459,"High",1690,26.83,29,2,2,0,0
7460,"High",1728,65.92,15,3,2,5,0
7461,"High",1471,49.11,9,4,7,1,0
7462,"High",67,33.38,2,11,8,4,0
7463,"Low",254,81.34,12,11,5,2,0
7464,"High",1389,74.7,16,10,5,1,0
7465,"High",508,78.32,13,7,9,5,0
7466,"Low",1227,43.7,24,7,8,5,1
7467,"High",463,29.64,20,8,2,5,0
7468,"Low",1471,63.09,19,8,5,1,0
7469,"High",451,19.59,4,5,8,4,0
7470,"High",488,12.46,20,6,8,3,0
7471,"High",1758,8.88,27,7,8,0,1
7472,"High",889,91.31,18,5,2,1,0
7473,"High",657,18.2,18,6,5,5,0
7474,"High",358,10.19,26,8,2,1,0
7475,"High",1524,30.45,19,11,5,5,0
7476,"High",335,26.41,14,8,1,1,0
7477,"Low",1089,83.31,3,4,7,5,0
7478,"Low",221,78.97,16,8,0,2,0
7479,"Low",468,25.27,27,2,2,0,0
7480,"High",1708,90.13,4,0,7,3,0
7481,"Low",1105,95.58,9,9,9,1,0
7482,"Low",266,38.83,11,9,7,2,0
7483,"Low",486,41.15,13,0,9,2,0
7484,"Low",544,81.69,17,7,1,2,0
7485,"Low",819,65.9,9,9,10,2,0
7486,"High",1329,26.19,2,8,10,5,0
7487,"High",388,73.41,23,5,7,0,0
7488,"Low",794,72.03,12,8,0,1,0
7489,"Low",806,3.56,5,2,0,5,0
7490,"Low",514,77.44,30,4,4,3,1
7491,"Low",1299,75.83,13,5,4,3,0
7492,"High",1747,57.46,14,7,9,4,0
7493,"Low",1072,87.39,20,6,2,0,0
7494,"High",558,35.72,26,3,1,3,0
7495,"Low",969,38.4,22,1,8,0,0
7496,"High",927,17.71,28,1,7,2,0
7497,"High",423,90.08,28,6,4,5,0
7498,"Low",222,25.72,8,6,1,2,0
7499,"High",1363,99.47,25,4,3,2,0
7500,"High",758,98.57,22,0,9,4,0
7501,"High",1156,10.87,26,2,4,4,0
7502,"High",1460,96.89,27,10,0,2,0
7503,"High",184,90.71,20,10,7,3,0
7504,"Low",1639,65.2,28,7,10,4,1
7505,"Low",1104,8.73,27,8,7,3,1
7506,"High",647,2.04,29,2,10,4,0
7507,"High",199,35.32,22,1,2,3,0
7508,"Low",1235,3,15,3,5,0,0
7509,"Low",1437,98.95,26,0,3,1,1
7510,"High",337,29.56,15,11,1,1,0
7511,"Low",1807,18.91,3,7,7,5,0
7512,"High",1204,60.69,11,2,0,1,0
7513,"High",628,1.51,14,10,9,3,0
7514,"Low",235,62.21,18,6,5,2,0
7515,"High",276,0.04,18,3,2,3,0
7516,"High",1544,93.9,5,11,2,1,0
7517,"High",1182,15.44,25,3,8,1,0
7518,"High",339,71.35,30,5,4,4,0
7519,"Low",169,34.75,28,2,10,3,1
7520,"High",653,34.37,27,7,5,2,0
7521,"High",204,46.64,23,10,10,4,0
7522,"Low",1171,72.08,3,11,0,4,0
7523,"Low",1371,18.68,3,4,2,5,0
7524,"Low",1117,52.62,4,9,3,0,0
7525,"High",1568,67.92,6,9,8,4,0
7526,"Low",444,18.19,26,7,4,4,1
7527,"Low",688,75.32,24,6,10,5,1
7528,"High",519,42.18,1,4,3,4,0
7529,"High",266,48.88,12,7,9,5,0
7530,"High",48,10.98,1,5,10,2,0
7531,"Low",286,23.28,20,5,6,5,0
7532,"High",689,70.75,15,8,5,0,0
7533,"Low",811,4.25,29,9,6,5,1
7534,"High",1775,71.12,15,4,10,2,0
7535,"Low",37,68.05,7,4,6,4,0
7536,"Low",46,16.44,1,3,10,3,0
7537,"High",335,82.31,26,1,8,1,0
7538,"High",58,33.91,2,1,5,0,0
7539,"Low",1555,77.97,10,9,1,2,0
7540,"Low",788,54.66,6,3,3,0,0
7541,"Low",505,3.04,1,9,6,3,0
7542,"High",509,26.11,27,2,4,4,0
7543,"High",1329,99.92,12,1,5,4,0
7544,"High",1015,90.74,14,0,4,1,0
7545,"High",373,70.3,30,10,3,5,0
7546,"High",1198,66.01,5,8,10,2,0
7547,"High",1419,60.4,3,1,4,3,0
7548,"High",1610,16.1,26,8,0,1,0
7549,"High",556,94.35,23,8,2,4,0
7550,"High",1411,70.22,8,7,10,2,0
7551,"High",1287,65.11,9,8,1,4,0
7552,"Low",1216,29.27,12,4,2,0,0
7553,"Low",468,67.9,14,2,6,0,0
7554,"High",19,44.68,9,10,10,5,0
7555,"High",161,99.18,22,1,0,0,0
7556,"Low",749,60.37,6,1,3,5,0
7557,"High",177,90.46,15,8,8,3,0
7558,"Low",250,67.68,11,3,1,4,0
7559,"Low",620,53,5,2,3,2,0
7560,"High",1771,11.45,15,0,10,1,0
7561,"Low",1487,16.5,29,7,2,4,1
7562,"High",681,57.4,29,9,0,0,0
7563,"Low",34,77.07,22,7,6,0,0
7564,"High",1383,60.37,3,11,10,4,0
7565,"High",1330,88.15,2,10,5,5,0
7566,"Low",389,40.18,24,3,7,5,0
7567,"Low",420,16.91,21,8,4,4,0
7568,"Low",897,99.45,28,0,6,2,1
7569,"Low",190,85.77,5,4,0,1,0
7570,"High",1634,33.35,24,8,2,4,0
7571,"High",576,8.29,13,6,10,0,0
7572,"High",1014,8.69,25,5,5,0,0
7573,"High",1463,22.53,3,6,2,0,0
7574,"High",550,69.26,9,11,1,3,0
7575,"Low",1501,78.02,12,4,5,0,0
7576,"High",995,90.13,22,3,7,3,0
7577,"Low",681,78.06,5,2,5,2,0
7578,"High",696,7.8,27,1,7,2,0
7579,"Low",551,41.3,21,4,7,5,0
7580,"Low",828,88.61,15,7,0,1,0
7581,"Low",418,43.25,8,8,2,2,0
7582,"High",577,90.62,19,1,8,0,0
7583,"High",1779,91.6,8,7,6,0,0
7584,"High",714,75.91,30,5,7,1,0
7585,"Low",399,90.24,2,2,1,5,0
7586,"Low",1289,92.71,7,0,0,0,0
7587,"High",172,96.86,3,1,9,5,0
7588,"Low",35,20.7,12,8,4,5,0
7589,"High",1684,40.2,14,3,6,1,0
7590,"Low",1117,8.38,6,8,5,3,0
7591,"Low",1482,5.29,10,5,3,5,0
7592,"High",615,40.74,7,6,10,3,0
7593,"Low",1751,33.64,21,1,5,3,0
7594,"High",684,91.57,30,6,6,3,0
7595,"High",410,21.43,13,5,4,5,0
7596,"Low",1086,22.06,24,0,4,3,0
7597,"High",260,21.64,25,11,2,1,0
7598,"Low",1090,13.2,1,5,8,2,0
7599,"Low",1142,80.23,25,9,9,4,1
7600,"High",1390,37.69,29,4,0,3,0
7601,"Low",783,99.83,12,4,1,3,0
7602,"Low",761,71.58,26,10,8,2,1
7603,"High",604,6.65,18,1,10,5,0
7604,"Low",85,78.54,19,9,0,0,0
7605,"Low",632,1.24,23,4,8,0,0
7606,"Low",1179,90.37,23,0,1,3,0
7607,"High",1155,7.7,23,6,7,2,0
7608,"Low",598,32.09,24,6,4,0,0
7609,"High",1773,89.89,18,6,10,0,0
7610,"High",430,20.63,20,5,0,4,0
7611,"High",485,9.98,18,5,7,0,0
7612,"High",61,83.08,29,4,6,4,0
7613,"High",1537,47.29,22,9,6,2,0
7614,"Low",1769,31.82,29,11,10,3,1
7615,"High",857,24.43,22,10,2,2,0
7616,"Low",1673,82.35,27,9,2,0,1
7617,"Low",907,25.88,15,5,5,2,0
7618,"Low",1183,13.7,17,2,0,2,0
7619,"High",681,22.47,24,6,3,4,0
7620,"Low",804,91.25,29,7,9,5,1
7621,"Low",1263,91.83,10,3,0,3,0
7622,"High",1020,34.27,11,7,9,5,0
7623,"Low",355,35.85,20,7,3,5,0
7624,"Low",482,57.31,27,10,6,5,1
7625,"Low",91,3.5,8,2,5,2,0
7626,"Low",289,99.13,9,1,5,3,0
7627,"High",945,10.85,4,5,3,2,0
7628,"High",439,62.1,17,4,6,3,0
7629,"High",1646,69.24,9,3,9,2,0
7630,"High",1093,25.94,3,9,6,1,0
7631,"High",1772,32.02,12,8,8,3,0
7632,"High",612,18.06,23,0,9,5,0
7633,"Low",810,21.61,3,11,3,0,0
7634,"Low",491,59.77,11,1,8,4,0
7635,"Low",1357,53.75,14,10,4,2,0
7636,"Low",1026,9.21,11,9,1,2,0
7637,"High",457,34.19,17,8,4,0,0
7638,"Low",670,79.17,22,7,1,2,0
7639,"High",327,76.19,29,11,7,0,1
7640,"Low",682,48.29,5,2,5,1,0
7641,"High",1507,81.94,28,0,8,1,1
7642,"Low",1172,66.77,8,1,5,0,0
7643,"Low",1632,65.29,23,11,9,4,1
7644,"Low",702,60.16,21,10,5,5,0
7645,"Low",748,22.51,2,4,0,1,0
7646,"Low",1189,32.14,3,0,0,4,0
7647,"Low",349,10.2,20,3,9,0,0
7648,"High",1165,16.97,23,2,6,4,0
7649,"High",1130,75.98,2,8,4,0,0
7650,"Low",35,48.26,19,11,1,4,0
7651,"High",1104,36.51,18,3,1,4,0
7652,"Low",1063,38.17,11,7,0,4,0
7653,"Low",606,18.77,15,5,2,0,0
7654,"High",1258,16.29,26,9,0,2,0
7655,"Low",1284,45.62,23,8,2,2,1
7656,"High",1728,95.05,29,4,8,3,1
7657,"Low",70,71.09,5,6,8,0,0
7658,"High",1294,94.02,19,7,10,3,0
7659,"High",19,56.33,30,0,7,4,0
7660,"High",5,98.33,6,9,4,3,0
7661,"High",94,38.54,23,9,5,4,0
7662,"Low",76,73.11,1,1,1,0,0
7663,"Low",1773,59.53,28,7,8,4,1
7664,"High",699,58.79,23,10,2,1,0
7665,"High",1333,76.54,13,5,0,1,0
7666,"Low",229,23.66,25,2,2,0,0
7667,"High",664,62.13,14,9,5,3,0
7668,"High",332,51.93,4,3,7,3,0
7669,"Low",480,62.8,5,0,0,5,0
7670,"Low",1332,42.03,3,9,0,1,0
7671,"High",621,71.51,29,8,1,0,0
7672,"Low",1224,86.06,1,1,8,5,0
7673,"High",1445,60.16,3,10,9,4,0
7674,"Low",438,83.79,13,10,5,3,0
7675,"Low",33,63.87,25,11,7,3,0
7676,"Low",1151,47.02,7,10,9,1,0
7677,"High",399,48.39,22,9,4,0,0
7678,"Low",1289,71.99,23,11,1,0,1
7679,"High",785,6.3,25,6,10,3,0
7680,"High",878,85.46,27,9,8,3,1
7681,"High",1072,64.12,1,4,3,5,0
7682,"High",279,36.7,1,6,9,2,0
7683,"High",953,7,15,9,8,5,0
7684,"Low",1329,98.99,17,7,7,2,0
7685,"Low",1441,90.77,26,8,2,1,1
7686,"Low",1601,55.56,29,6,3,1,1
7687,"Low",446,55.56,23,3,2,1,0
7688,"High",347,63.32,8,5,0,0,0
7689,"High",428,10.76,6,3,6,3,0
7690,"High",84,65.85,27,7,7,5,0
7691,"Low",761,9.41,1,3,2,0,0
7692,"High",435,49.73,13,3,4,5,0
7693,"Low",1250,28.91,22,11,5,5,1
7694,"High",1298,90.47,16,5,4,1,0
7695,"Low",1796,39.73,10,0,10,0,0
7696,"High",885,24,27,6,6,5,0
7697,"High",166,48.55,4,10,6,2,0
7698,"Low",1320,21.69,26,10,3,2,1
7699,"Low",375,15.82,23,3,4,2,0
7700,"Low",95,38.35,8,5,8,1,0
7701,"High",1348,51.77,6,7,0,4,0
7702,"High",1738,14.54,20,0,3,0,0
7703,"Low",940,14.92,7,3,0,3,0
7704,"Low",1023,63.67,27,2,7,1,1
7705,"Low",1572,79.19,17,10,3,5,0
7706,"High",302,76.63,23,8,6,3,0
7707,"Low",998,63.25,22,3,9,1,1
7708,"High",289,46.65,2,9,1,5,0
7709,"High",1808,32.99,9,8,6,2,0
7710,"High",1418,7.62,15,8,6,0,0
7711,"Low",1603,29.34,8,1,4,1,0
7712,"High",284,20.08,6,9,5,2,0
7713,"High",23,29.42,20,10,1,4,0
7714,"Low",706,48.06,26,8,3,0,1
7715,"Low",3,90.05,16,1,9,1,0
7716,"High",899,6.91,12,2,0,2,0
7717,"High",184,68.96,20,11,3,4,0
7718,"High",716,12.39,22,9,2,5,0
7719,"High",352,73.96,24,3,9,3,0
7720,"High",118,39.03,17,10,0,3,0
7721,"Low",443,50.41,6,2,0,0,0
7722,"High",220,69.22,12,6,10,1,0
7723,"High",423,0.12,29,9,1,0,0
7724,"High",604,66.27,14,0,3,3,0
7725,"High",1772,38.22,12,5,3,3,0
7726,"High",985,94.18,13,7,5,4,0
7727,"High",216,96.98,2,8,2,0,0
7728,"High",1132,97.84,25,1,7,2,0
7729,"High",207,13.86,17,9,3,3,0
7730,"High",391,84.67,19,5,0,3,0
7731,"High",1193,3.83,9,5,7,4,0
7732,"High",73,11.94,7,0,8,0,0
7733,"High",392,5.42,11,2,5,4,0
7734,"High",1430,60.37,20,5,3,0,0
7735,"High",1105,51.7,27,1,2,3,0
7736,"Low",1283,32.73,23,10,9,5,1
7737,"High",1800,18.76,7,8,10,4,0
7738,"Low",465,91.55,20,0,3,3,0
7739,"Low",968,34.72,8,1,4,5,0
7740,"Low",1572,9.38,3,8,0,5,0
7741,"High",576,89.65,14,0,6,3,0
7742,"Low",225,33.6,9,5,0,5,0
7743,"High",1314,25.88,23,2,8,0,0
7744,"High",1386,12.35,9,11,2,0,0
7745,"High",1370,3.98,17,6,7,2,0
7746,"Low",1666,39.74,24,2,10,1,1
7747,"High",329,21.82,11,8,9,4,0
7748,"High",3,85.23,12,9,4,2,0
7749,"High",1382,50.7,6,10,0,0,0
7750,"High",532,71.25,3,6,5,0,0
7751,"Low",1129,80,5,9,0,1,0
7752,"High",94,85.53,23,7,4,3,0
7753,"High",1325,80.55,5,10,1,3,0
7754,"High",666,8.01,15,8,0,4,0
7755,"Low",711,97.02,12,0,4,4,0
7756,"High",1493,11.61,9,0,2,2,0
7757,"Low",843,5.75,15,5,9,4,0
7758,"Low",894,14,8,11,9,5,0
7759,"High",1408,11.28,10,8,4,3,0
7760,"Low",316,22.2,15,3,7,4,0
7761,"High",939,81.21,20,8,6,2,0
7762,"High",669,47.98,9,1,1,5,0
7763,"Low",292,83.09,6,10,6,5,0
7764,"High",1152,99.69,26,1,7,4,0
7765,"High",976,73.58,1,1,1,0,0
7766,"Low",1670,70.57,10,8,0,2,0
7767,"Low",1371,20.89,29,11,0,5,1
7768,"High",1339,65.51,14,3,1,4,0
7769,"Low",459,84.45,6,4,0,4,0
7770,"Low",1166,59.53,7,9,10,3,0
7771,"High",331,89.58,23,10,4,5,0
7772,"High",761,59.41,28,4,6,4,0
7773,"Low",1792,1.78,21,5,8,3,1
7774,"Low",983,3.84,20,10,5,2,0
7775,"Low",578,80.04,21,0,6,0,0
7776,"Low",935,56.57,2,2,9,5,0
7777,"Low",1807,68,9,2,4,0,0
7778,"Low",262,85.25,28,9,10,1,1
7779,"High",35,69.21,24,4,0,4,0
7780,"High",1550,92.29,28,9,8,3,1
7781,"Low",1506,56.66,30,5,8,1,1
7782,"Low",1210,95.1,19,6,6,1,0
7783,"High",8,28.82,15,8,2,2,0
7784,"Low",1492,47.72,29,11,9,1,1
7785,"Low",1612,86.25,6,4,9,2,0
7786,"High",725,92.37,3,9,7,4,0
7787,"High",1081,63.25,6,10,2,3,0
7788,"High",1469,76.54,30,10,3,5,1
7789,"Low",331,53.74,20,5,6,1,0
7790,"High",124,99.56,20,5,2,4,0
7791,"High",738,32.23,30,9,8,2,1
7792,"High",1239,25.14,15,7,5,2,0
7793,"High",488,28.77,23,8,9,3,0
7794,"Low",173,72.36,24,1,3,4,0
7795,"High",1015,82.76,23,7,10,4,0
7796,"Low",1487,77.88,12,7,2,4,0
7797,"High",1386,87.69,28,11,4,5,1
7798,"Low",1153,79.56,10,5,5,1,0
7799,"High",1669,88.4,16,10,5,1,0
7800,"Low",1630,40.68,15,8,7,0,0
7801,"Low",282,91.91,18,11,6,1,0
7802,"Low",471,66.12,10,5,2,1,0
7803,"Low",383,23.47,14,7,3,1,0
7804,"Low",180,47.53,24,4,8,0,0
7805,"Low",1081,16.8,13,3,6,3,0
7806,"Low",1489,28.72,3,9,7,0,0
7807,"High",332,10.92,5,3,2,0,0
7808,"Low",1119,28.31,18,1,6,1,0
7809,"Low",1313,57.31,9,1,5,3,0
7810,"Low",914,43.69,22,4,0,1,0
7811,"High",410,58.36,8,8,0,3,0
7812,"High",397,24.6,25,1,7,5,0
7813,"High",1524,23.61,9,11,6,5,0
7814,"Low",240,39.63,15,1,6,4,0
7815,"Low",1205,34.65,2,10,3,3,0
7816,"Low",607,42.77,27,4,10,4,1
7817,"High",252,42.72,17,1,4,1,0
7818,"Low",302,96.12,23,11,10,4,1
7819,"High",927,53.27,4,3,1,3,0
7820,"High",1228,88.87,14,10,9,3,0
7821,"Low",734,52.51,30,3,3,2,1
7822,"Low",730,35.35,23,4,5,5,0
7823,"High",1248,22.9,8,2,10,4,0
7824,"High",1436,65.42,25,11,2,5,0
7825,"Low",632,32.7,2,0,6,5,0
7826,"Low",421,94.91,13,6,2,1,0
7827,"Low",204,57.86,13,11,9,4,0
7828,"High",122,65.13,27,11,6,3,0
7829,"High",153,21.75,15,5,9,4,0
7830,"High",1022,34.79,4,2,9,5,0
7831,"Low",607,53.87,28,10,2,0,1
7832,"Low",634,34.08,3,10,10,2,0
7833,"Low",1133,71.73,16,7,6,1,0
7834,"High",1015,91.15,18,7,10,2,0
7835,"Low",1022,25.99,25,10,4,2,1
7836,"High",821,6.23,15,4,6,1,0
7837,"Low",68,35.12,22,5,10,2,0
7838,"Low",1742,26.41,28,5,8,1,1
7839,"Low",107,83.33,18,9,2,5,0
7840,"Low",1059,30.73,10,11,9,2,0
7841,"High",1232,51.36,16,9,8,2,0
7842,"Low",1674,78.05,3,10,8,3,0
7843,"High",390,24.93,22,7,1,2,0
7844,"Low",1518,35.13,23,4,6,0,1
7845,"High",1021,87.98,9,7,4,0,0
7846,"Low",42,37.91,15,3,1,3,0
7847,"Low",1678,24.56,28,5,1,3,1
7848,"High",260,9.02,3,1,9,5,0
7849,"Low",1300,92.3,25,6,10,3,1
7850,"High",96,95.89,25,4,6,2,0
7851,"High",849,80.68,2,1,4,2,0
7852,"Low",789,89.79,8,10,10,0,0
7853,"High",1768,21.23,25,11,8,0,1
7854,"High",1413,51.7,7,11,8,5,0
7855,"Low",885,6.04,25,9,8,4,1
7856,"High",380,40.79,13,2,6,2,0
7857,"High",1009,26.02,12,4,3,3,0
7858,"Low",868,18.28,11,10,6,5,0
7859,"Low",76,76.84,16,4,5,2,0
7860,"Low",988,33.92,23,8,10,2,1
7861,"High",874,18.83,14,0,10,5,0
7862,"High",1829,13.69,10,3,0,5,0
7863,"High",1812,84.09,1,8,7,4,0
7864,"High",1830,46.09,3,2,3,3,0
7865,"Low",138,43.48,4,1,9,2,0
7866,"Low",1201,56.84,14,9,6,4,0
7867,"Low",787,50.87,21,7,7,3,0
7868,"Low",699,60.5,9,9,7,1,0
7869,"High",1129,48.13,17,2,0,2,0
7870,"Low",1683,47.27,6,6,4,2,0
7871,"High",248,82.14,19,11,2,5,0
7872,"High",1010,63.97,17,11,10,2,0
7873,"High",1555,61.05,25,0,8,5,0
7874,"Low",1071,10.57,26,10,4,1,1
7875,"Low",795,78.36,15,5,5,5,0
7876,"Low",752,51.25,8,5,4,3,0
7877,"High",1439,66.36,1,8,6,5,0
7878,"Low",746,68.87,24,8,3,3,0
7879,"High",508,48.37,19,3,5,3,0
7880,"Low",991,75.35,6,8,4,5,0
7881,"Low",1447,7.18,27,2,1,4,0
7882,"Low",708,87.84,10,7,1,3,0
7883,"High",1009,13.59,25,6,5,5,0
7884,"Low",335,60,2,0,10,5,0
7885,"High",1761,13.99,19,3,1,3,0
7886,"High",1660,97.04,12,6,7,4,0
7887,"High",1427,87.5,7,1,7,3,0
7888,"High",1237,85.95,13,4,3,4,0
7889,"Low",1283,43.81,11,8,10,2,0
7890,"High",1533,52.63,29,7,1,3,1
7891,"High",1686,94.22,14,4,2,0,0
7892,"High",471,43.33,11,3,6,2,0
7893,"High",748,33.85,29,0,0,3,0
7894,"Low",625,40.24,4,2,1,0,0
7895,"Low",242,51.51,28,3,1,1,1
7896,"High",872,28.98,21,11,10,1,0
7897,"High",327,81.26,22,7,3,3,0
7898,"Low",635,28.07,6,7,10,1,0
7899,"High",133,25.08,18,1,8,1,0
7900,"High",723,49.28,11,0,0,2,0
7901,"High",1202,81.9,17,2,6,0,0
7902,"High",1213,75.52,27,7,4,0,0
7903,"High",1472,48.22,11,1,10,3,0
7904,"High",285,61.41,21,6,5,2,0
7905,"High",1496,60.44,22,5,5,1,0
7906,"High",570,65.1,5,0,3,5,0
7907,"High",621,91.95,9,11,10,3,0
7908,"Low",1464,41.07,14,9,4,3,0
7909,"Low",839,56.77,11,9,6,3,0
7910,"Low",16,85.22,5,5,8,5,0
7911,"High",606,69.64,15,3,7,2,0
7912,"High",672,39.06,17,7,1,3,0
7913,"Low",467,99.71,21,7,5,5,0
7914,"High",1040,63.07,13,1,8,5,0
7915,"Low",818,23.37,29,1,0,1,0
7916,"High",1681,90.37,5,2,10,1,0
7917,"Low",441,40.8,17,3,5,3,0
7918,"High",741,34.94,24,5,1,4,0
7919,"Low",521,83.44,12,7,5,2,0
7920,"High",764,38.08,10,4,5,5,0
7921,"Low",826,82.06,14,11,10,3,0
7922,"Low",200,93.37,3,8,10,3,0
7923,"High",1640,34.24,1,11,9,5,0
7924,"High",792,96.76,5,6,2,5,0
7925,"High",1712,46.78,2,11,5,4,0
7926,"Low",709,7.61,27,6,4,0,0
7927,"High",784,4.41,8,9,6,0,0
7928,"High",138,61.56,2,2,9,3,0
7929,"Low",1268,28.92,28,11,3,0,1
7930,"Low",1600,37.31,3,0,8,4,0
7931,"Low",1042,90.22,26,3,3,0,1
7932,"Low",1151,54.3,30,6,0,4,1
7933,"Low",120,12.89,29,0,0,0,0
7934,"High",1831,84.2,10,2,2,3,0
7935,"High",396,82.26,26,2,10,0,0
7936,"High",1260,50.27,24,1,2,0,0
7937,"Low",1725,52.34,12,3,9,0,0
7938,"High",735,6.69,10,3,1,1,0
7939,"Low",959,95.78,23,2,2,0,0
7940,"High",55,3.35,14,11,10,3,0
7941,"High",67,80.28,2,8,7,1,0
7942,"Low",1341,66.91,26,9,0,3,1
7943,"High",28,87.7,6,10,5,0,0
7944,"High",1789,96.32,24,7,9,4,1
7945,"Low",1078,72.39,13,7,6,0,0
7946,"High",1215,57.86,10,2,5,0,0
7947,"Low",783,41.97,9,1,7,1,0
7948,"Low",513,15.45,28,10,4,2,1
7949,"Low",59,58.02,29,1,8,4,0
7950,"Low",271,58.2,28,9,9,3,1
7951,"Low",980,86.4,28,10,0,3,1
7952,"High",1453,55.65,29,9,6,4,1
7953,"High",990,86.49,19,3,5,0,0
7954,"High",468,54.64,20,9,3,5,0
7955,"High",280,44.89,8,9,2,0,0
7956,"Low",727,62.81,28,5,4,1,1
7957,"Low",487,10.86,18,2,6,4,0
7958,"High",345,37.71,5,9,3,1,0
7959,"High",1295,42.53,10,6,9,4,0
7960,"High",1,51.5,6,3,9,5,0
7961,"High",778,79.6,11,9,1,2,0
7962,"High",1324,36.76,24,9,0,5,0
7963,"High",1789,1.18,5,11,5,4,0
